var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100,var_101,var_102,avg_var,n_samples,delta_phi_1,delta_phi_2,delta_phi_3,delta_phi_4,delta_phi_5,delta_phi_6,delta_phi_7,delta_phi_8,delta_phi_9,delta_phi_10,delta_phi_11,delta_phi_12,delta_phi_13,delta_phi_14,delta_phi_15,delta_phi_16,delta_phi_17,delta_phi_18,delta_phi_19,delta_phi_20,delta_phi_21,delta_phi_22,delta_phi_23,delta_phi_24,delta_phi_25,delta_phi_26,delta_phi_27,delta_phi_28,delta_phi_29,delta_phi_30,delta_phi_31,delta_phi_32,delta_phi_33,delta_phi_34,delta_phi_35,delta_phi_36,delta_phi_37,delta_phi_38,delta_phi_39,delta_phi_40,delta_phi_41,delta_phi_42,delta_phi_43,delta_phi_44,delta_phi_45,delta_phi_46,delta_phi_47,delta_phi_48,delta_phi_49,delta_phi_50,delta_phi_51,delta_phi_52,delta_phi_53,delta_phi_54,delta_phi_55,delta_phi_56,delta_phi_57,delta_phi_58,delta_phi_59,delta_phi_60,delta_phi_61,delta_phi_62,delta_phi_63,delta_phi_64,delta_phi_65,delta_phi_66,delta_phi_67,delta_phi_68,delta_phi_69,delta_phi_70,delta_phi_71,delta_phi_72,delta_phi_73,delta_phi_74,delta_phi_75,delta_phi_76,delta_phi_77,delta_phi_78,delta_phi_79,delta_phi_80,delta_phi_81,delta_phi_82,delta_phi_83,delta_phi_84,delta_phi_85,delta_phi_86,delta_phi_87,delta_phi_88,delta_phi_89,delta_phi_90,delta_phi_91,delta_phi_92,delta_phi_93,delta_phi_94,delta_phi_95,delta_phi_96,delta_phi_97,delta_phi_98,delta_phi_99,delta_phi_100,delta_phi_101,delta_phi_102,error,time
0.0784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.019599999999999992,0.0,0.0,0.0,0.0,0.0,0.10559999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16000000000000003,0.0,0.1476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.019599999999999992,0.0,0.0,0.0,0.019599999999999992,0.0,0.019599999999999996,0.0,0.09,0.16000000000000003,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092,62262,-0.01737603620253296,0.0,0.0,0.01837362519318055,0.0,0.01759659064462584,0.0,0.0,0.0,0.0,0.009724337944927173,0.0,0.03602731004126369,0.0,0.0,0.02279543484036376,0.0,0.0,0.0,0.045568137483104454,0.03649222139244541,0.02477854477229445,0.0069497643289221315,0.0,0.0,0.0,-0.016348582230316683,0.013552407590294399,0.006359412410693388,0.010662969913342929,0.0,0.0,0.008061633564833172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012643730576600473,0.0,0.020139289914378723,0.0,0.0,0.0,-0.11174575598153136,0.000605508702653261,-0.0882630682872457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063605903063008035,0.0,0.0,0.0,0.009104900284069285,0.0,0.0,0.0,0.0,0.0,0.005109728974444283,0.0,0.0,0.019153490890804373,0.0,0.00953164327381126,0.0014923132327830384,0.0,0.0,0.0424020201203833,0.003513540878748481,0.0,0.004168080583605839,0.0,-0.06283434474301618,-0.09609185246580726,0.0,0.0,0.0014923132327830384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007699207656883408,2.3550057411193848
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.019599999999999996,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.07360000000000001,0.0,0.019599999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999992,0.0,0.0,0.0,0.0,0.0,0.13439999999999996,0.0,0.019599999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.07360000000000001,0.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006082352941176471,41163,0.0,0.0,0.0,0.03198962732210024,0.0,0.027112128800133337,0.0,0.0,0.0,0.0,0.022193784110272168,0.0,0.0,0.0,0.0,0.004904755057778499,0.0,0.0,0.0,0.004904755057778499,0.004928678698350423,0.0,0.0,0.0,0.0,0.0,0.031403673164069335,0.0,0.008726893902868429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012517144094898213,0.0,0.007280006549244965,0.0,0.0,0.0,0.0014906381957060788,0.0,0.03265358889223799,0.0,0.00489846742575157,0.0,0.0,0.0,0.0,0.0,0.0,0.014593156891083744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005843004199455991,0.003476980732973722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.387814918291387e-05,0.0,0.0,0.008726893902868429,0.0,0.0,0.0,0.0,0.0,-0.043673140706341027,-0.18392724903512958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044636122047865216,1.6029860973358154
0.03840000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999992,0.0,0.0,0.0,0.0,0.07360000000000003,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03840000000000001,0.1476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040509803921568634,27416,-0.008939723068491296,0.0,0.03363971072567954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02850675808811913,0.0,0.0,0.0070316179219726375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077501736977201915,0.014045493287283922,0.0196078431372549,0.0,0.0,0.0,0.01960790274050795,0.0,0.01116113049700864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001422758016713468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012129791193310164,-0.12170396408370729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027994790829193052,1.1845581531524658
0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12039999999999995,0.0,0.03840000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10559999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029764705882352935,20144,-0.0023245919454433026,0.0,0.0,0.0,0.0,0.020143601659429647,0.0,0.0,0.0,0.0,0.021097588139228875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04506621119956292,0.004407916587385145,0.0,0.005892405276250418,0.00771061125051144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004608703484856137,0.0,0.0,0.006372903295358663,0.0,0.0,-0.0002643875366366566,0.0,-0.026504431393021194,0.0,0.0,0.0,0.00596555397991806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036633755232222953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008549052014788576,0.0,0.0,0.0,0.0,0.0,0.032700972261079715,-0.1276815886041774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030907818366427524,0.9255244731903076
0.056400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999992,0.0,0.019599999999999996,0.019599999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999992,0.0,0.0,0.0,0.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1056,0.0,0.12039999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.16000000000000003,0.21,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.008847058823529411,59874,0.007145275388718751,0.0,0.034648284255862354,0.022588461137498024,0.0,0.0,0.0,0.0029618811218295573,0.0,0.005010512651748561,0.023132151998599464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022394646003217226,0.0,0.0,0.0,-0.015016844912397687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018566962409982964,0.019023059256806064,0.0,0.0,0.0,0.008716201809642624,0.0,-0.029949044854991495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014484273778091854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005010512651748561,0.0,0.029623950798659607,0.0,0.002189975332065229,0.0,0.0,0.0,0.005026054356828695,0.0,0.0,0.006245294411671925,0.00722213727727152,0.0016080535709904098,0.0,0.009973849686636725,0.0016149269132086628,0.0,0.0,0.0,0.0,0.0,-0.07971699974847528,-0.12411865991758163,0.0,0.0,0.0,0.0016149269132086628,0.0,0.0,0.0,0.0,0.0,0.0,0.00487846020742876,2.34177827835083
0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03840000000000001,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03840000000000001,0.0,0.056400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999992,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037019607843137257,25054,0.0,0.0,0.009751214538079653,0.0,0.0,-0.14328042549412612,0.0,0.0,0.0,0.0,0.04865292710571381,0.0,0.023804096617564385,-0.00521512771655846,0.0,-0.03269087823045472,0.0,-0.014529231826203793,0.0,0.0,0.0,0.0,0.16453142953463123,0.0,0.01685052254936582,0.013611947193309928,0.0,-0.02558244279076197,-0.02441699226599747,-0.029577390090254806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002850553637756526,-0.0033827071117533986,0.002968450624537258,0.0,0.0,0.0,0.055746153601216146,0.0,0.05145067796731241,0.0,0.005715343491862947,0.0,0.0,0.0,0.0,0.0,0.0,-0.16652661904095534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023804096617564385,-0.008471263514432155,0.0,0.031120166343585998,-0.0026075968583202714,0.0016072407568330494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031500710977613155,-0.009367417459198266,-0.007647253357928572,-0.007130259095575972,-0.007365693070592651,0.0,0.0,0.0,0.0,0.005985048023579407,0.03199368372579457,0.0,0.0,0.0,0.0,0.0,0.0004976542800935945,0.0,0.0,0.0,0.0,0.00962629976107526,1.073418140411377
0.03840000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999992,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032666666666666673,22108,-0.008432360776867893,0.0,0.0,0.0331346310721792,0.0,0.022793892378288255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019044455583114822,0.0,0.0,0.0,-0.0017692079673529192,0.0,0.0,0.0,0.0,0.0,0.03933598110272313,-0.01078668939972793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061219537987442826,0.0,0.0,0.0,0.0,0.0,0.007998501746149684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010382248350845765,0.0,0.0,0.0,0.0,0.0,0.021388501670278934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004404188261652497,0.0,0.0,-0.00402144858899754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03570189885930244,-0.16073116898872453,0.0,0.0,0.0,0.0,0.0,0.0,0.011084774010499614,0.0,0.0,0.0,0.004342014345376341,0.884453535079956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.019599999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03840000000000001,0.019599999999999996,0.0,0.0,0.0,0.0,0.09,0.0,0.07360000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999992,0.0,0.0,0.019599999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03840000000000001,0.19240000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00623921568627451,42225,0.0,0.0,0.03475785707910102,0.0,0.0,0.029570737249425667,0.0,0.0,0.0,0.0,0.02280711816395129,0.0,0.0,0.004788649204430736,0.0,0.018634011859552976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029617707438587,0.005769551159564592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003414726354077087,0.0,0.0,0.0,0.0,0.0,0.0,0.007709390043469783,0.01974338557163685,0.0,0.0,0.0,0.0,0.028422129766322822,0.0,-0.02701367701415612,0.0,0.0020097350259002263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001112178616195442,-0.0009549015372158865,0.0,0.03821943317629717,-0.00037813826545442415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006310317600028629,0.0,0.0,0.0,0.0,0.0,0.0,-0.0332012790606348,-0.13164325983611871,0.005218924800295184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004368802186101869,1.6336145401000977
0.056400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0564,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03840000000000001,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.12039999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439999999999996,0.1476,0.0,0.0,0.0,0.0,0.0,0.019599999999999992,0.0,0.0,0.0,0.0,0.007631372549019606,51647,0.0049022285322868585,0.0,0.02575172085087764,0.02219673823485936,0.0,0.01904376990724175,0.0,0.0,0.0,-0.0001809935517568128,-0.00898229378465962,0.0,0.0,0.0,0.0,0.0,0.0,0.0008392657814928033,0.0,0.0,0.0,0.0,0.0,0.0,0.004407312251505398,9.875756940899174e-05,0.013849934765300602,0.0,0.0,0.016597733592817777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014099842446914417,0.0,0.008304975182687177,0.0,0.0,0.0,0.01167191232134518,0.0,-0.03853412451858583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010999143384153906,0.0,0.0,0.0,0.0,0.0,0.0,0.004565982507575891,0.0,0.0,0.0,0.026287231849516892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010185289807899665,0.0,0.0,0.0,0.0,0.0,-0.0689487799374547,-0.07768276419920911,0.003948172317572892,0.0,0.0,0.0,0.0,0.0010958493658939422,0.006686838541375232,0.0,0.0,0.0,0.003830342101718458,1.9326856136322021
0.07360000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019599999999999996,0.0,0.0,0.13439999999999996,0.0,0.1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439999999999996,0.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006945098039215685,47002,0.018441196533912105,0.0,0.028934468697616924,0.02850344728848954,0.0,0.0,0.0,0.0,0.0,0.0,0.03877749250274546,0.0,0.0,0.0,0.0,0.0,0.0,0.003284371581368313,0.0,0.0,0.0,0.0,-0.00019242179081774876,0.0,0.0,0.0,0.06633335593744191,0.008529754589362766,0.0,0.004173783111851536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008921960804573664,0.010390366148235129,0.009542862450371729,0.014857845855015123,0.0,0.0,-0.015670420755364046,0.0,-0.028811998696131602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010129184427701172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020691661728628824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053591666407340255,-0.1819792768044397,0.0,0.0,0.0,0.0,0.0,0.0,0.008733906916352476,0.0,0.0,0.0,0.00549501414733098,1.812394142150879
